id,word_en,word_ml,count
83124,msvcnhnpc,दोघांनाच,31
83125,msvcnhp,दोघांच,31
83126,msvcghn,दोघींचे,31
83127,msdqnpcq,डोक्याच्या,31
83128,msyoa,डोम्बल,31
83129,nnnv,आग,31
83130,nnmcudzq,आध्येक्षय,31
83131,nnvuq,अजय,31
83132,nncupcn,आहेच,31
83133,nncufc,आहेत,31
83134,nnctf,आचरट,31
83135,nngvcaqn,आईघाल्या,31
83136,nndnanh,आकलन,31
83137,nndzcq,अक्षय,31
83138,nnauuz,आलीस,31
83139,nnaqnonmmna,आल्याबद्दल,31
83140,nnyonhg,आंबानी,31
83141,nnyvg,आंगी,31
83142,nnhngan,आणायला,31
83143,nnhmsanhu,आंदोलने,31
83144,nnhu,अणे,31
83145,nnhvnxnt,अंगावर,31
83146,nnhauaqn,आणलेल्या,31
83147,nnhqpcn,आणायचा,31
83148,nnrnhnn,आपणास,31
83149,nnraurnhn,आपलेपणा,31
83150,nnrhz,आपणस,31
83151,nntkmnt,आर्जदार,31
83152,nntdzcnhn,आरक्षणा,31
83153,nntt,आरं,31
83154,nnzc,अशा,31
83155,nnzcgtxnm,आशिर्वाद,31
83156,nnfsa,आटोळ,31
83157,nnla,आवळ,31
83158,nnlau,आवळे,31
83159,nnqdfu,आयकते,31
83160,nnqjzcqnfan,आयुष्यातला,31
83161,nocqnzgduf,अभ्यासिकेत,31
83162,npculnt,आचेवर,31
83163,nmcntnf,अंधारात,31
83164,nmcg,अढी,31
83165,nmcln,आढावा,31
83166,nmcqnmuzc,अध्यादेश,31
83167,nmcqdn,अध्यक्ष,31
83168,nmcqh,अध्ययन,31
83169,nmgfqnan,आदित्यला,31
83170,nmlgfgq,अद्वितीय,31
83171,nmqn,आद्य,31
83172,nuf,वाईट,31
83173,nvhgzcnynd,अग्निशामक,31
83174,nvsmntpcg,अगोदरची,31
83175,nvsmutpc,अगोदरच,31
83176,nvszymntpc,अगॉसमदारच,31
83177,ncufdn,आहेतका,31
83178,nguzdtgy,आईस्क्रीम,31
83179,ngdnhn,ऐकणं,31
83180,ngdnx,ऐकावं,31
83181,ngdagz,ऐकलीस,31
83182,ngdhnn,ऐकणा,31
83183,nghluauz,ऐनवेळेस,31
83184,ngtbstpu,एरफोर्स,31
83185,nknhog,अजनबी,31
83186,nknf,अजात,31
83187,nklnt,आजवर,31
83188,ndnzcnmn,अक्षदा,31
83189,ndsaqn,अकोल्या,31
83190,ndjzc,अंकुश,31
83191,nanfgz,आलतीस,31
83192,nauanz,आलेलास,31
83193,nautkg,ऍलर्जी,31
83194,naaanc,अल्ल्लाह,31
83195,nasqn,आलोय,31
83196,narzcn,अल्पशा,31
83197,naqnq,आलाय,31
83198,nyntmgr,अमरदीप,31
83199,nypcnn,आमचा,31
83200,nypcg,आमच्या,31
83201,nypqndnmu,आमच्याकडे,31
83202,nycnpcqn,आमच्या,31
83203,nyynaonknlhg,अंमलबजावणी,31
83204,nytgfznt,अमृतसर,31
83205,nhnynf,अनामत,31
83206,nhnxnt,अनावर,31
83207,nhmnknhu,अंदाजाने,31
83208,nhmctnf,अंधारात,31
83209,nhudnhpcu,अनेकांचे,31
83210,nhvmjdcg,अंगदुखी,31
83211,nhvuk,एन्गेज,31
83212,nhcnan,आम्हाला,31
83213,nhgan,अनिल,31
83214,nhgygzcnh,ऍनिमिषानं,31
83215,nhds,नको,31
83216,nhzga,आणशील,31
83217,nhfn,अंत,31
83218,nhfnhn,आणताना,31
83219,nhftg,अंतरी,31
83220,nsd,ओक,31
83221,nsjzcnmc,औषध,31
83222,nrntgcntq,अपरिहार्य,31
83223,nru,आपे,31
83224,nrrnkg,आप्पाजी,31
83225,nrtgcntqn,अपरिहार्य,31
83226,ntnmqn,आराध्य,31
83227,ntufjtu,अरेतुरे,31
83228,nthsam,अरनॉल्ड,31
83229,ntjhnpcna,अरुणाचल,31
83230,nznanpc,असलाच,31
83231,nznaqyjau,असल्यामुळे,31
83232,nznyg,असामी,31
83233,nznrh,असपण,31
83234,nznfg,असतो,31
83235,nznqnpcs,असायचो,31
83236,nzuy,एसेम,31
83237,nzcua,आशेला,31
83238,nzcfnf,असतात,31
83239,nzcqnhn,अश्याना,31
83240,nzhqnpcu,असण्याचे,31
83241,nzzn,अस्सं,31
83242,nzfnpc,असताच,31
83243,nzfnhnpcu,असतानाचे,31
83244,nzfnt,असतात,31
83245,hnvrjtpcn,नागपूरचा,31
83246,hncggg,नाहींई,31
83247,hnkgt,नजीर,31
83248,hnanqdnan,नालायकाला,31
83249,hnyzdnt,नमसकार,31
83250,hnyjm,नमुद,31
83251,hnhnpc,नानाच,31
83252,hnhnzs,नानासो,31
83253,hnhmupcn,नंदेचा,31
83254,hnhmtu,नांद्रे,31
83255,hnhhft,नंन्तर,31
83256,hnhjhn,नमुना,31
83257,hntnm,नरडं,31
83258,hntlnmu,नरवाडे,31
83259,hnznh,नासानं,31
83260,hnzcnn,नशा,31
83261,hnzjmu,मसुदे,31
83262,hnlntqnlnt,नवऱ्यावर,31
83263,hnlvcntu,नवघरे,31
83264,hnlkqsf,नवज्योत,31
83265,hnltqnd,नवर्याक,31
83266,hnlqjv,नवयुग,31
83267,hmu,नदी,31
83268,hmfs,नडतो,31
83269,huvcnau,निघाले,31
83270,hufg,नेती,31
83271,huftjfxnf,नेतृत्वात,31
83272,hufqnhzsonf,नेत्यांसोबत,31
83273,hulna,नेव्हल,31
83274,huxzi,न्युज,31
83275,hvtpcu,नगरचे,31
83276,hcgtu,नाहीरे,31
83277,hgu,नई,31
83278,hgdnanku,निकाळजे,31
83279,hgdnzcnlnt,निकषावर,31
83280,hganhvudnt,निलंगेकर,31
83281,hgsknh,नियोजन,31
83282,hgtynaq,निर्माल्य,31
83283,hgtlnc,निर्वाह,31
83284,hgzcpcgfnpc,निश्चितच,31
83285,hgzcgfg,निश्चिती,31
83286,hgxnht,निवांत,31
83287,hgqnynhpcu,नियमांचे,31
83288,hkckmp,न्झजदक,31
83289,hynyg,नमामि,31
83290,hhn,नाना,31
83291,hsq,नॉय,31
83292,htuhmtn,नरेंद्र,31
83293,hznfn,नसता,31
83294,hznqan,नसायला,31
83295,hfz,न्ट्स,31
83296,rtnfgjffnt,प्रतिउत्तर,31
83297,rtnj,प्रौ,31
83298,rtocndnt,प्रभाकर,31
83299,rtmtzch,प्रदर्शन,31
83300,rtuufg,प्रीति,31
83301,rtuhnf,प्रेमात,31
83302,rtgfgpcg,प्रीतीची,31
83303,rtgqnhdnan,प्रियंकाला,31
83304,rtszrupf,प्रॉस्पेक्ट,31
83305,rtsfupf,प्रोटेक्ट,31
83306,rtznhvg,प्रसंगी,31
83307,rtzcqn,परश्या,31
83308,rtzs,परसो,31
83309,rtfqd,प्रत्यक,31
83310,rzz,पास,31
83311,rfudut,पटेकर,31
83312,rjmcu,पूढे,31
83313,rjhhj,पुंनू,31
83314,rjhqnpc,पुण्याचा,31
83315,rjhqnltjh,पुण्यावरून,31
83316,rjtnhnf,पुराणात,31
83317,rjtuu,पुरी,31
83318,rjtjzcnpcu,पुरुषाचे,31
83319,rjtljh,पुरवून,31
83320,rjznman,पुसदला,31
83321,rjzu,पुसे,31
83322,rjzcrd,पुष्पक,31
83323,rqnmu,प्यादे,31
83324,rqkuh,पायजेन,31
83325,tnnkndgq,राजकीय,31
83326,tnog,रब्बी,31
83327,tnofs,राबतो,31
83328,tnpduf,रॅकेट,31
83329,tnmnqpcn,रडायचं,31
83330,tnmlj,रडवू,31
83331,tnvclumtn,राघवेंद्र,31
83332,tnvlnqpcn,रागवायचं,31
83333,tncnhntn,राहणार,31
83334,tncnhg,राहणी,31
83335,tncnff,राहतात,31
83336,tncga,राहिला,31
83337,tncglnz,रहिवासी,31
83338,tncagz,राहलीस,31
83339,tnczq,रहस्य,31
83340,tncfgz,राहतोस,31
83341,tnkuhg,राजेंनी,31
83342,tnkqzfntgq,राज्यस्तरीय,31
83343,tndny,रक्क्म,31
83344,tndcnf,राखत,31
83345,tndzcnohmch,रक्षाबंधन,31
83346,tnynmnz,रामदास,31
83347,tnyuzckg,रमेशजी,31
83348,tnylgknq,रामविजय,31
83349,tnhpcqn,रांच्या,31
83350,tnhvqn,रंग्या,31
83351,tnhknhu,रांजणे,31
83352,tnt,रार,31
83353,tnzr,रासप,31
83354,tunraq,रेअप्लय,31
83355,tupu,रेस,31
83356,ycnhhntg,म्हणणारी,31
83357,ycnhfqn,म्हणतंय,31
83358,ycntu,म्हारे,31
83359,ycnl,म्हणावं,31
83360,ychs,म्हणो,31
83361,yczjz,महसूस,31
83362,ygks,मिजो,31
83363,ygang,मिळावी,31
83364,ygandg,मालकी,31
83365,yganann,मिळाला,31
83366,yganr,मिलाप,31
83367,ygant,मिलर,31
83368,yganlnan,मिळवला,31
83369,ygaurntqnhf,मिळेपर्यंत,31
83370,ygab,मिलाफ,31
83371,ygalnqpcn,मिळवायचा,31
83372,ygalan,मिळवला,31
83373,ygalhq,मिळवण्या,31
83374,yghjfz,मिनिट्स,31
83375,ygtgf,मिरची,31
83376,ygtkn,मिर्जा,31
83377,ygtkuan,मिरजेला,31
83378,ygzfq,मस्त्य,31
83379,ygfcn,मीठ,31
83380,ygflnqan,मिटवायला,31
83381,yygz,ममीस,31
83382,yhlu,मणवे,31
83383,ysogu,मोबाईल,31
83384,yscntu,मोहरे,31
83385,yscsrnmn,मोहोपाडा,31
83386,yskhqn,मोजण्या,31
83387,yssa,मूल,31
83388,ystpcnn,मोर्चाचे,31
83389,ystuqn,मोरया,31
83390,ystzcgf,मोर्शीत,31
83391,ysfcfcu,मोठ्ठे,31
83392,ytjmjhvnpcqn,मृदूंगाच्या,31
83393,yfau,मटाले,31
83394,yjbfg,मुफ्ती,31
83395,yjcyu,मुहमें,31
83396,yjkcyu,मुझमे,31
83397,yjdcgq,मुखिया,31
83398,yjanpc,मुलंच,31
83399,yjaupc,मुलेच,31
83400,yjaghlt,मुलींवर,31
83401,yjagzntdc,मुलीसारखं,31
83402,yjyogdnt,मुंबईकर,31
83403,yjhog,मुंबई,31
83404,yjzznn,मुससा,31
83405,yjfdcnmn,मुतखडा,31
83406,yqau,मुले,31
83407,yiuf,मज़ेत,31
83408,hnnng,नाडी,31
83409,hnnlnn,नावा,31
83410,hnmfs,नांदतो,31
83411,hnvntrnagduf,नगरपालिकेत,31
83412,hnvntzuxnd,नगरसेवक,31
83413,hnvmg,नगदी,31
83414,hnvso,नागोबा,31
83415,hnvsona,नागोबाला,31
83416,hnvstnl,नागोराव,31
83417,hnvsfcnhu,नागोठणे,31
83418,andcg,लाखी,31
83419,anynrjzu,लामपुसे,31
83420,anhvpc,लांगच,31
83421,anrnlna,लपवलं,31
83422,antvu,लार्गे,31
83423,anzgdnth,लसीकरण,31
83424,anfg,लाटी,31
83425,anldnm,लवकडं,31
83426,anlf,लावता,31
83427,anlqa,लावायला,31
83428,anxnqnan,लावायला,31
83429,aoz,ल्ब्स,31
83430,amu,लढे,31
83431,audntnan,लेकराला,31
83432,auhpu,लेन्स,31
83433,auhfc,लेन्थ,31
83434,auldnt,लवकर,31
83435,agcnlg,लिहावी,31
83436,agcgauf,लिहिलेत,31
83437,agcgh,लिहिणं,31
83438,agcghqnznfcg,लिहिण्यासाठी,31
83439,agchntqnan,लिहणाऱ्याला,31
83440,agdcnfu,लिखते,31
83441,agdchnn,लिखणा,31
83442,aga,लील,31
83443,agj,लिऊ,31
83444,admvhk,लकडगन्ज,31
83445,askgd,लॉजिक,31
83446,asdnynhq,लोकमान्य,31
83447,asdnhzsof,लोकांसोबत,31
83448,asdrtfghgmcg,लोकप्रतिनिधी,31
83449,ajgz,लुईस,31
83450,ajfutu,लुटेरे,31
83451,alag,लव्हली,31
83452,aqq,ळयीय,31
83453,ai,लझ,31
83454,ynnmcqnynnfjh,माध्यमातून,31
83455,ynncuufuu,माहिती,31
83456,ynnknan,माजला,31
83457,ynnkuu,माजी,31
83458,ynnhdg,मानके,31
83459,ynntu,मारे,31
83460,ynntua,मारेल,31
83461,ynnzn,मासा,31
83462,ynnfn,माटे,31
83463,ynpcynpc,मचमच,31
83464,ynpcq,माच्या,31
83465,ynmnypcqn,मॅडमच्या,31
83467,ynmcqtnftg,मध्यरात्री,31
83468,ynman,मंडळ,31
83469,ynvnhq,मागण्या,31
83470,ynvuf,मजेत,31
83471,ynvcn,माघ,31
83472,ynvqn,मंग्या,31
83473,yncnntnk,महाराज,31
83474,yncntnh,महाराणा,31
83475,yncntnzcftnocnt,महाराष्ट्रभर,31
83476,yncnzjz,महसूस,31
83477,yncmcu,मंध्ये,31
83478,yncut,महेर,31
83479,yncgfgzfnl,माहितीस्तव,31
83480,ynchnh,म्हणणं,31
83481,ynchfnq,म्हणतंय,31
83482,ynchjhnpc,म्हणूनच,31
83483,yncflnnpc,महत्वाचं,31
83484,yngm,मैंद,31
83485,yngftghghhn,मैत्रिणींना,31
83486,ynandnrjt,मलकापूर,31
83487,ynanlnhg,मालवणी,31
83488,ynaont,मलबार,31
83489,ynynhpcqn,मामांच्या,31
83490,ynhnhjznt,मनानुसार,31
83491,ynhnlu,म्हणावे,31
83492,ynhpcu,मनाचे,31
83493,ynhuvu,मॅनेज,31
83494,ynhvastu,मंगलोर,31
83495,ynha,मानला,31
83496,ynhhf,मन्नत,31
83497,ynhrsxut,मॅनपॉवर,31
83498,ynhznhpc,माणसाचं,31
83499,ynhzfgfg,मनस्तीती,31
83500,ynhfqn,मनत्य,31
83501,ynhlnqan,मानवायला,31
83502,ynss,मऊ,31
83503,yntnhnt,मरणार,31
83504,yntnqp,मारायच,31
83505,ynturntqhf,मरेपर्यंत,31
83506,yntvnpcn,मार्गाचा,31
83507,yntvmntzcnhnhu,मार्गदर्शनाने,31
83508,yntvmntzcgdn,मार्गदर्शिका,31
83509,yntghu,मॅरीने,31
83510,ynta,मारला,31
83511,ynty,मर्म,31
83512,yntfspc,मारतोय,31
83513,ynte,मार्क्स,31
83514,ynzcgm,मशिद,31
83515,ynzfq,मस्तय,31
83516,ynfch,मटण,31
83517,ynfag,मातली,31
83518,ynjan,मौला,31
83519,ynjanlg,मौलवी,31
83520,ynqjtg,मयूरी,31
83521,yniulnt,माझेवर,31
83522,yuocg,मेभी,31
83523,yupcq,मेच्या,31
83524,yuchnfghu,मेहनतीने,31
83525,yucjhqnan,मेहुण्याला,31
83526,yuhuk,मॅनेज,31
83527,yulcnhn,मेव्हणा,31
83528,ycnnftu,म्हात्रे,31
83529,ycnmgd,महाडिक,31
83530,ycnhnnan,म्हणाला,31
83531,ycnhnpcn,म्हणाचा,31
83532,ycnhnhntn,म्हणणारा,31
83533,rnfcnlfnq,पाठवताय,31
83534,rnfcgho,पाठींबा,31
83535,rnfclfsz,पाठवतोस,31
83536,rnfclqpc,पाठ्वयच,31
83537,rnfcxnqpcn,पाठवायचा,31
83538,rnfgpcqn,पतीच्या,31
83539,rnfghu,पतीने,31
83540,rnfglt,पाटीवर,31
83541,rnfaua,पटलेलं,31
83542,rnftdntg,पत्रकारी,31
83543,rnflan,पटवलं,31
83544,rnfxfs,पाठवतो,31
83545,rnjag,पाऊली,31
83546,rnlnznhu,पावसाने,31
83547,rnldgas,पावकिलो,31
83548,rnxnz,पावस,31
83549,rnxssznpc,पाऊसच,31
83550,rnqnfl,पायत्व,31
83551,rnqvjmu,पायगुडे,31
83552,rnqknyn,पायजमा,31
83553,rpd,पँक,31
83554,rmagq,पडलीय,31
83555,rucuan,पेहेला,31
83556,rudczn,पेक्षा,31
83557,ruag,पिली,31
83558,ruhjt,पेनूर,31
83559,rutbjyu,पर्फुमे,31
83560,rutynhnf,पर्मनंट,31
83561,rutzha,पर्सनल,31
83562,rufu,पेटे,31
83563,rvau,पगळे,31
83564,rcnag,पहिली,31
83565,rcnfdn,फटका,31
83566,rcc,फह,31
83567,rcgagr,फिलिप,31
83568,rcsmhg,फोडणी,31
83569,rcsfsrszfut,फोटोपोस्टर,31
83570,rcqzgpz,फयसीचसी,31
83571,rgdnanqn,पिकल्या,31
83572,rgagl,पिलीव,31
83573,rgtnlnm,पिरवाड,31
83574,rgtgqnm,पिरियड,31
83575,rgfcnpcg,पिठाची,31
83576,rgjqn,पिऊया,31
83577,rgla,पिवळा,31
83578,rdmhnt,पकडणार,31
83579,rdzcnpcn,पक्षाचा,31
83580,ranzfutghv,प्लास्टरिंग,31
83581,ranqutz,प्लेयर्स,31
83582,raqh,प्ल्यान,31
83583,rscnpas,पोहचलो,31
83584,rscnqna,पोहायला,31
83585,rscpcasq,पोहचलोय,31
83586,rscspcnaqn,पोहोचल्या,31
83587,rsg,पोई,31
83588,rsauzc,पॉलिश,31
83589,rsagznnhuu,पोलिसांनी,31
83590,rsaqnpcg,पोळ्याची,31
83591,rsstg,पुरी,31
83592,rsstlg,पूर्वी,31
83593,rstncs,पोराहो,31
83594,rsfcocnt,पोटभर,31
83595,rtnpctq,प्राचार्य,31
83596,rtnmjtocnl,प्रादुर्भाव,31
83597,rtngpu,प्राईस,31
83598,rtnku,प्राजे,31
83599,rtndntnhnf,प्रकरणात,31
83600,rtnyjdcn,प्रमुख,31
83601,rtnzcnznd,प्रशासक,31
83602,rtnzcj,परशु,31
83603,rtnzcj,प्रशु,31
83604,rtnzgmccg,प्रसिद्धी,31
83605,rtnzhn,प्रस्न,31
83606,soutsq,ओबेरॉय,31
83607,spaspd,ओक्लासिक,31
83608,spfsyout,ओक्टोम्बर,31
83609,smca,ओढलं,31
83610,sbbp,ऑफच,31
83611,sccs,अहो,31
83612,scs,अहो,31
83613,sandn,ओळख,31
83614,sandfu,ओळखते,31
83615,sadcas,ओळखलो,31
83616,sadgpcg,ओलकीची,31
83617,sruy,पम,31
83618,srutn,ऑपेरा,31
83619,stmnas,ओरडलो,31
83620,stmfsq,ओरडतोय,31
83621,stfcs,ऑर्थो,31
83622,rnnan,पाळा,31
83623,rnnzssh,पासून,31
83624,rnnfcglt,पाठीवर,31
83625,rnpcan,पाचला,31
83626,rnpcqf,पंचायत,31
83627,rnmnfnanhg,पडताळणी,31
83628,rnmnqnft,पदयात्रा,31
83629,rnmcuvn,पढेंगा,31
83630,rnmfnqf,पडतायत,31
83631,rnv,पाग,31
83632,rnvntnpcu,पगाराचे,31
83633,rncgkqu,पाहिज्ये,31
83634,rncgagq,पाहिलीय,31
83635,rnk,पेज,31
83636,rnkntg,पाजारी,31
83637,rnknqpc,पाजायचं,31
83638,rnkgh,पाजीन,31
83639,rndnhg,पाकणी,31
83640,rndzcgygftn,पक्षीमित्र,31
83641,rndzcqnpcqn,पक्ष्याच्या,31
83642,rnagduan,पालिकेला,31
83643,rnaj,पलू,31
83644,rnaqnpcn,पाल्याचा,31
83645,rnyz,पाम्स,31
83646,rnhpcnzcga,पंचशील,31
83647,rnhmctgpcn,पंढरीचा,31
83648,rns,पाओ,31
83649,rnrnhpcu,पापांचे,31
83650,rnrj,पापु,31
83651,rntn,पारा,31
83652,rntnfg,पार्टि,31
83653,rntmuz,परदेश,31
83654,rntgdzcupcqn,परीक्षेच्या,31
83655,rntjaudnt,परुळेकर,31
83656,rntqnqnhu,पर्यायाने,31
83657,rnzcnhpcqn,पक्षाच्या,31
83658,rnzcnhpcqn,पशांच्या,31
83659,rnztau,पसरले,31
83660,rnzzz,पासेस,31
83661,rnzfgz,पस्तीस,31
83662,rnfudt,पाटेकर,31
83663,rnfcnlnqnpc,पाठवायचं,31
83664,smcan,ओढला,30
83665,sbgzn,ऑफिस,30
83666,sdn,ओका,30
83667,sddd,ओक्क्क,30
83668,sandnf,ओळखत,30
83669,sadncf,ओळखत,30
83670,sadcgpcq,ओळखीच्या,30
83671,sadcan,ओळखलं,30
83672,sadcanf,ओळखलंत,30
83673,sscs,ओहो,30
83674,ssdd,ओक्के,30
83675,stpuzftn,ऑर्केस्ट्रा,30
83676,sttq,वरी,30
83677,sfqn,ओट्या,30
83678,sfqnlnt,ओट्यावर,30
83679,rnndgzfnnh,पाकिस्तान,30
83680,rnnhmjtnhv,पांडुरंग,30
83681,rnnrn,पाप,30
83682,rnnzossd,पासबुक,30
83683,rnnfcljh,पाठवून,30
83684,rnpcnadnt,पाचलकर,30
83685,rnpcsm,पाचोड,30
83686,rnmnaq,पडलंय,30
83687,rnmnfc,पदार्थ,30
83688,rnmcntrjt,पंढरपूर,30
83689,rnmcnfzcgt,पद्धतशीर,30
83690,rnmaqnyjau,पडल्यामुळे,30
83691,rnmq,पद्य,30
83692,rnug,पाई,30
83693,rncngan,पाहायला,30
83694,rnchntg,पाहणारी,30
83695,rngzcnnpcg,पैशाची,30
83696,rngzcq,पैश्या,30
83697,rngzcqnpcqn,पैश्याच्या,30
83698,rngqtg,पेयरी,30
83699,rnkf,पाजत,30
83700,rndmfnf,पकडतात,30
83701,rndl,पकवा,30
83702,rnagdupcn,पालिकेचा,30
83703,rnahntu,पाळणारे,30
83704,rnafsz,पाळतोस,30
83705,rnhnhg,पानांनी,30
83706,rnhpcny,पंचम,30
83707,rnhpcy,पंचम,30
83708,rnhpcyjdcg,पंचमुखी,30
83709,rnhpcrntyuzcxnt,पंचपरमेश्वर,30
83710,rnhdpct,पंक्चर,30
83711,rnhhnzcg,पन्नाशी,30
83712,rnrnpcqn,पापाच्या,30
83713,rnrnhpcqn,पापांच्या,30
83714,rnrrut,पेप्पर,30
83715,rntnzcjf,पॅराशूट,30
83716,rntudnt,पारेकर,30
83717,rntgrnfcnf,परिपाठात,30
83718,rntgzfcgfcg,परिस्थिती,30
83719,rntynhnhm,परमानंद,30
83720,rntfn,परता,30
83721,rntfudnan,प्रत्येकाला,30
83722,rntlnpcn,परवाचा,30
83723,rntlnmfu,परवडते,30
83724,rntxnhn,परवाना,30
83725,rntqnhfpcu,पर्यंतचे,30
83726,rnzcn,पक्ष,30
83727,rnzcq,पश्या,30
83728,rnzcqnfnr,पश्चाताप,30
83729,rnztnf,पसरत,30
83730,rnfnx,पटावं,30
83731,rnfnqan,पटायला,30
83732,rnfuua,पाटील,30
83733,ycnhfanz,म्हटलंस,30
83734,ycnzdntg,मस्करी,30
83735,ycnfxnpc,महत्वाचं,30
83736,ycuhmg,महेंदी,30
83737,ycganhn,महिलांना,30
83738,ycghqna,महिन्याला,30
83739,ycghqnhg,महिन्यांनी,30
83740,ycgfg,महिती,30
83741,ychnau,म्हणले,30
83742,ygmnd,मोदक,30
83743,ygknhjt,मिजानूर,30
83744,yganfpc,मिळतच,30
83745,yganln,मिळवा,30
83746,yganluf,मिळावेत,30
83747,yganlqnf,मिळाव्यात,30
83748,yganqpcu,मिळायचे,30
83749,ygauh,मिळेल,30
83750,ygahntnpc,मिळणारच,30
83751,ygafganpc,मिळतीलच,30
83752,ygtvu,मिरगे,30
83753,ygzzzzz,मिस्सस्स्स,30
83754,ygzfgp,मिस्टिक,30
83755,ygfcgpcg,मिठीची,30
83756,ygfcgfc,मिठीत,30
83757,ygftnp,मित्रच,30
83758,ygfth,मित्रानं,30
83759,yygan,मामीला,30
83760,yhvazjft,मंगळसूत्र,30
83761,yhaqnlt,मनल्यावर,30
83762,yhq,मान्य,30
83763,ysonuga,मोबाईल,30
83764,ysosga,मोबाइल,30
83765,ysmf,मोडत,30
83766,ysknfsz,मोजतोस,30
83767,yskfu,मोजते,30
83768,yshmcn,मोंढा,30
83769,yshzssh,मान्सून,30
83770,yshzfut,मॉन्स्टर,30
83771,ystpcqnpcu,मोर्च्याचे,30
83772,ysfvcntu,मोटघरे,30
83773,ysfcc,मोठं,30
83774,ysffn,मोट्टा,30
83775,ytan,मारला,30
83776,ytjfmuc,मृतदेह,30
83777,yjmcu,मुद्धे,30
83778,yjannpcu,मुलाचे,30
83779,yjanna,मुलाला,30
83780,yjanhrudzcn,मुलांपेक्षा,30
83781,yjavs,मुलगो,30
83782,yjavj,मुळगूं,30
83783,yjag,मुले,30
83784,yjfa,मुतलं,30
83785,yjftqn,मुत्र्या,30
83786,yqzxuuf,म्हैसवीत,30
83787,yiqnf,माझ्यात,30
83788,hnnn,नाय,30
83789,hnna,नाळ,30
83790,hnnhm,नांद,30
83791,hnocnt,नभर,30
83792,hnpvj,नाचू,30
83793,hnpcnhnt,नाचणार,30
83794,hnpcnfs,नाचतो,30
83795,hnvnpcg,नागाची,30
83796,hnvskg,नागोजी,30
83797,hnvtzulnd,नगरसेवक,30
83798,hnvtzsa,नागरसोल,30
83799,hnvjt,नगर,30
83800,hncntdnf,नाहरकत,30
83801,hncgfu,नाहीते,30
83802,hnkg,नाजी,30
83803,hnkgf,नजीत,30
83804,hndntan,नाकारला,30
83805,hndzcnag,नक्षली,30
83806,hnanqdn,नालायक,30
83807,hnygf,नमिता,30
83808,hnyd,नामक,30
83809,hnhmvnshdnt,नांदगावकर,30
83810,hntd,नर्क,30
83811,hntdcumu,नारखेडे,30
83812,hntyna,नार्मल,30
83813,hnznqpcn,नसायचा,30
83814,hnzcnlnhf,नाशवंत,30
83815,hnzcgdpcu,नाशिकचे,30
83816,hnzfsz,नसतेस,30
83817,hnfndvgtg,नाट्यगिरी,30
83818,hnftn,नंतर,30
83819,hnfqan,नात्याला,30
83820,hnlnh,नावानं,30
83821,hnlnrtnynhu,नावाप्रमाणे,30
83822,hnxnnog,नवाबी,30
83823,hnqhnf,नायनाट,30
83824,huug,नीती,30
83825,huzfn,नेसता,30
83826,hulnm,निवड,30
83827,hue,नेक्स,30
83828,huqnan,नेत्याला,30
83829,hvc,नग,30
83830,hgonhmcn,निबंध,30
83831,hgohmc,निबंध,30
83832,hgvcnauaqn,निघालेल्या,30
83833,hgvcnauq,निघाली,30
83834,hgdcgauzc,निखिलेश,30
83835,hganv,निलंगा,30
83836,hgyot,नम्बर,30
83837,hgyjf,निमूट,30
83838,hgrnh,निपाणी,30
83839,hgrcnmdnt,निफाडकर,30
83840,hgtnzcnknhd,निराशाजनक,30
83841,hgtocua,निर्भेळ,30
83842,hgzlntfc,निस्वार्थ,30
83843,hglmhjdgan,निवडणुकीला,30
83844,hgxmhjd,निवडणूक,30
83845,hgqnynf,नियमात,30
83846,hgqnhftgf,नियंत्रित,30
83847,hgqunt,नियर,30
83848,hgqyn,नियमां,30
83849,hgqynlnag,नियमावली,30
83850,hdszn,नकोस,30
83851,hdsqu,नकोय,30
83852,hyjhu,नमुने,30
83853,hsdtgpcg,नोकरीची,30
83854,hshmlncg,नोंदवही,30
83855,hshj,नोनु,30
83856,hzauan,नसलेला,30
83857,hfj,नातू,30
83858,hjznfnpc,नुसताच,30
83859,hlcfgz,नव्हतीस,30
83860,hltqan,नवऱ्यला,30
83861,hqntn,न्यारा,30
83862,rtnfy,प्रथम,30
83863,rtnfhn,प्राथना,30
83864,rtnfqdzcgd,प्रात्यक्षिक,30
83865,rtnlntv,प्रवर्ग,30
83866,rtnldfu,प्रवक्ते,30
83867,rtnqud,प्रयेक,30
83868,rtnqufh,प्रयत्न,30
83869,rtnqfhnfjh,प्रयत्नातून,30
83870,rtocnl,प्रभाव,30
83871,rtunynf,प्रेमात,30
83872,rtuufq,प्रीती,30
83873,rtuvhnhpq,प्रेगनंचय,30
83874,rtutnhnzfcnh,प्रेरणास्थान,30
83875,rtuzch,प्रेश्न,30
83876,rtvfgpsashg,प्रगतीकॉलोनी,30
83877,rtznnt,प्रसार,30
83878,rtzchnpc,प्रश्नच,30
83879,rflanf,पटवलात,30
83880,rjpcpcgf,पुच्चीत,30
83881,rjpcgpc,पुचीच,30
83882,rjpchn,पचन,30
83883,rjpcfn,पुचता,30
83884,rjmcdnt,पुढाकार,30
83885,rjdj,पुकू,30
83886,rjhnc,पुनः,30
83887,rjhnkg,पुनाजी,30
83888,rjhzcpc,पुनःश्च,30
83889,rjtnpc,पुराचं,30
83890,rjtfnpc,पुरताच,30
83891,rjtjzcn,पुरुषा,30
